name,pfs,source,rarity,trait,item_category,item_subcategory,level,price,bulk,usage,spoilers
Poisoner's Staff (Greater),Limited,Pathfinder #160: Assault on Hunting Lodge Seven pg. 66,Uncommon,"Conjuration, Magical, Necromancy, Staff, Uncommon",Staves,,8,450 gp,1,held in 1 hand,Agents of Edgewatch
Polished Demon Horn (Greater),Limited,Pathfinder #188: They Watched the Stars pg. 80,Uncommon,"Divine, Enchantment, Spellheart, Uncommon",Spellhearts,,8,450 gp,,affixed to armor or a weapon,Gatewalkers
Preserving (Greater),Standard,Treasure Vault pg. 144 <sup>1.1</sup>,Common,"Magical, Necromancy",Runes,Accessory Runes,8,450 gp,,"applied to a basket, bag, or other container",
Slick (Greater),Standard,GM Core pg. 227 <sup>2.0</sup>,Common,Magical,Runes,Armor Property Runes,8,450 gp,,etched onto armor,
Spiritsight Crossbow,Standard,Player Core 2 pg. 280,Uncommon,"Magical, Uncommon",Weapons,,8,450 gp,2,held in 2 hands,
Staff of Air (Greater),Standard,Treasure Vault pg. 134 <sup>1.1</sup>,Common,"Evocation, Magical, Staff",Staves,,8,450 gp,1,held in 1 hand,
Staff of Earth (Greater),Standard,Treasure Vault pg. 135 <sup>1.1</sup>,Common,"Evocation, Magical, Staff",Staves,,8,450 gp,1,held in 1 hand,
Staff of Fire (Greater),Standard,GM Core pg. 279 <sup>2.0</sup>,Common,"Magical, Staff",Staves,,8,450 gp,1,held in 1 hand,
Staff of Water (Greater),Standard,Treasure Vault pg. 135 <sup>1.1</sup>,Common,"Evocation, Magical, Staff",Staves,,8,450 gp,1,held in 1 hand,
Stalk Goggles (Major),,Pathfinder #187: The Seventh Arch pg. 80,Rare,"Invested, Magical, Morph, Rare, Transmutation",Worn Items,Other Worn Items,8,450 gp,,worn eyepiece,Gatewalkers
Sun Dazzler,Standard,Treasure Vault pg. 65 <sup>1.1</sup>,Common,"Alchemical, Light, Visual",Alchemical Items,Alchemical Other,8,450 gp,L,held in 1 hand,
Thorn Triad (Greater),Standard,Rage of Elements pg. 203 <sup>2.0</sup>,Common,"Magical, Spellheart, Wood",Spellhearts,,8,450 gp,,affixed to non-metal armor or a weapon,
Wand of Hybrid Form (3rd-Level Spell),Standard,Treasure Vault pg. 140 <sup>1.1</sup>,Uncommon,"Magical, Polymorph, Transmutation, Uncommon, Wand",Wands,Specialty Wands,8,450 gp,L,held in 1 hand,
Warding Tablets,Limited,Secrets of Magic pg. 163 <sup>1.1</sup>,Common,"Abjuration, Grimoire, Magical",Grimoires,,8,450 gp,L,,
Madcap Top,Standard,GM Core pg. 274 <sup>2.0</sup>,Rare,"Magical, Rare",Held Items,,8,459 gp,L,held in 1 hand,
Animal Staff (Greater),Standard,GM Core pg. 278 <sup>2.0</sup>,Common,"Magical, Staff",Staves,,8,460 gp,1,held in 1 hand,
Bagpipes of Turmoil (Greater),Standard,Treasure Vault pg. 136 <sup>1.1</sup>,Common,"Coda, Enchantment, Occult, Staff",Staves,Coda,8,460 gp,1,held in 2 hands,
Drums of War (Greater),Standard,Treasure Vault pg. 136 <sup>1.1</sup>,Common,"Coda, Evocation, Occult, Staff",Staves,Coda,8,460 gp,1,held in 2 hands,
Entertainer's Lute (Greater),Standard,Treasure Vault pg. 136 <sup>1.1</sup>,Common,"Coda, Enchantment, Occult, Staff",Staves,Coda,8,460 gp,L,held in 2 hands,
Mentalist's Staff (Greater),Standard,GM Core pg. 279 <sup>2.0</sup>,Common,"Magical, Staff",Staves,,8,460 gp,1,held in 1 hand,
Pickled Demon Tongue (Greater),Limited,Pathfinder #188: They Watched the Stars pg. 80,Uncommon,"Acid, Divine, Evocation, Spellheart, Uncommon",Spellhearts,,8,460 gp,,affixed to armor or a weapon,Gatewalkers
Pipes of Compulsion (Greater),Standard,Treasure Vault pg. 137 <sup>1.1</sup>,Uncommon,"Coda, Enchantment, Occult, Staff, Uncommon",Staves,Coda,8,460 gp,L,held in 2 hands,
Seer's Flute (Greater),Standard,Treasure Vault pg. 137 <sup>1.1</sup>,Uncommon,"Coda, Divination, Occult, Staff, Uncommon",Staves,Coda,8,460 gp,L,held in 2 hands,
Swarmeater's Clasp,Standard,"Treasure Vault pg. 154 <sup>1.1</sup>, Pathfinder #158: Sixty Feet Under pg. 76",Common,"Abjuration, Invested, Magical",Worn Items,Other Worn Items,8,460 gp,,worn,
Trickster's Mandolin (Greater),Standard,Treasure Vault pg. 137 <sup>1.1</sup>,Common,"Coda, Illusion, Occult, Staff",Staves,Coda,8,460 gp,L,held in 2 hands,
Trinity Geode (Greater),Standard,Secrets of Magic pg. 171 <sup>1.1</sup>,Common,"Earth, Evocation, Magical, Spellheart",Spellhearts,,8,460 gp,,affixed to armor or a weapon,
Desolation Locket,Standard,Treasure Vault pg. 125 <sup>1.1</sup>,Common,"Enchantment, Magical, Spellheart",Spellhearts,,8,470 gp,,affixed to armor or a weapon,
Staff of Healing (Greater),Standard,GM Core pg. 280 <sup>2.0</sup>,Common,"Magical, Staff",Staves,,8,470 gp,1,held in 1 hand,
Bloodbane,Limited,Pathfinder #148: Fires of the Haunted City pg. 75,Uncommon,"Dwarf, Evocation, Magical, Uncommon",Runes,Weapon Property Runes,8,475 gp,,etched onto a clan dagger,Age of Ashes
Collar of Inconspicuousness,Standard,GM Core pg. 272 <sup>2.0</sup>,Common,"Companion, Invested, Primal",Worn Items,Companion Items,8,475 gp,1,worn collar,
Frog Chair,Standard,Guns & Gears pg. 91 <sup>2.0</sup>,Uncommon,"Clockwork, Magical, Uncommon",Assistive Items,Mobility Devices,8,475 gp,3,,
Harrow Spellcards,Limited,Treasure Vault pg. 112 <sup>1.1</sup>,Uncommon,"Divination, Grimoire, Magical, Uncommon",Grimoires,,8,475 gp,L,,
Hundred-Moth Caress,Standard,Secrets of Magic pg. 185 <sup>1.1</sup>,Common,"Divine, Necromancy, Negative",Weapons,Specific Magic Weapons,8,475 gp,2,held in 2 hands,
Jolt Coil (Greater),Standard,Treasure Vault pg. 126 <sup>1.1</sup>,Common,"Electricity, Evocation, Magical, Spellheart",Spellhearts,,8,475 gp,,affixed to armor or a weapon,
Mask of the Cursed Eye,Limited,"Treasure Vault pg. 155 <sup>1.1</sup>, Pathfinder #169: Kindled Magic pg. 74",Uncommon,"Invested, Magical, Necromancy, Uncommon",Worn Items,Other Worn Items,8,475 gp,,worn mask,
Spore Shepherd's Staff (Greater),Limited,Pathfinder #193: Mantle of Gold pg. 85,Uncommon,"Conjuration, Magical, Staff, Uncommon",Staves,,8,475 gp,1,held in 1 hand,Sky King's Tomb
Stone of Encouragement (Greater),Standard,Firebrands pg. 87 <sup>2.0</sup>,Uncommon,"Divination, Magical, Uncommon",Held Items,,8,475 gp,L,held in 1 hand,
Rusting Carapace,Standard,Treasure Vault pg. 19 <sup>1.1</sup>,Uncommon,"Evocation, Invested, Magical, Uncommon",Armor,Specific Magic Armor,8,476 gp,1,worn armor,
Atmospheric Staff,Standard,Rage of Elements pg. 74 <sup>2.0</sup>,Uncommon,"Air, Magical, Staff, Uncommon",Staves,,8,480 gp,2,held in 1 hand,
Composer Staff (Greater),Standard,Treasure Vault pg. 131 <sup>1.1</sup>,Common,"Enchantment, Magical, Staff",Staves,,8,480 gp,1,held in 1 hand,
Flaying Knife,,The Slithering pg. 60,Uncommon,"Magical, Necromancy, Uncommon",Weapons,Specific Magic Weapons,8,480 gp,1,held in 1 hand,The Slithering
Summoning Handscroll,Standard,Secrets of Magic pg. 163 <sup>1.1</sup>,Common,"Conjuration, Grimoire, Magical",Grimoires,,8,480 gp,L,,
Sunflower Censer,Limited,Impossible Lands pg. 178,Rare,"Illusion, Magical, Rare",Worn Items,Other Worn Items,8,480 gp,L,worn or held in 1 hand,
Wasp Guard,Standard,Treasure Vault pg. 19 <sup>1.1</sup>,Common,"Invested, Magical, Necromancy",Armor,Specific Magic Armor,8,487 gp,1,worn armor,
Wondrous Figurine (Bismuth Leopards),Limited,Pathfinder #170: Spoken on the Song Wind pg. 77,Uncommon,"Conjuration, Magical, Uncommon",Held Items,,8,495 gp,L,held in 1 hand,Strength of Thousands
Adamantine Chunk,Standard,GM Core pg. 253 <sup>2.0</sup>,Uncommon,"Precious, Uncommon",Materials,,8,500 gp,L,,
Anglerfish Lantern (Submersible),Restricted,Rage of Elements pg. 176 <sup>2.0</sup>,Uncommon,"Magical, Uncommon, Water",Held Items,,8,500 gp,1,held in 1 hand,
Bag of Cats,Limited,Pathfinder #170: Spoken on the Song Wind pg. 75,Uncommon,"Conjuration, Magical, Transmutation, Uncommon",Held Items,,8,500 gp,1,held in 1 hand,Strength of Thousands
Bands of Force,Standard,GM Core pg. 286 <sup>2.0</sup>,Common,"Force, Invested, Magical",Worn Items,Other Worn Items,8,500 gp,L,worn armbands,
Blast Lance (Greater),Limited,Pathfinder #180: The Smoking Gun pg. 74,Uncommon,"Evocation, Fire, Magical, Uncommon",Weapons,Specific Magic Weapons,8,500 gp,2,held in 2 hands,Outlaws of Alkenstar
Boreal Staff,Standard,Treasure Vault pg. 131 <sup>1.1</sup>,Common,"Evocation, Magical, Staff",Staves,,8,500 gp,1,held in 1 hand,
Breath Blaster,Standard,Guns & Gears pg. 154 <sup>2.0</sup>,Uncommon,"Evocation, Magical, Uncommon",Weapons,Beast Guns,8,500 gp,2,held in 2 hands,
Campaign Stable,Standard,Knights of Lastwall pg. 89,Uncommon,"Conjuration, Magical, Structure, Uncommon",Structures,,8,500 gp,L when not activated,,
Carrion Cask,Standard,Impossible Lands pg. 178,Uncommon,"Magical, Necromancy, Uncommon",Other,,8,500 gp,L,,
Containment Contraption,Limited,Pathfinder #179: Cradle of Quartz pg. 79,Uncommon,"Invested, Magical, Transmutation, Uncommon",Armor,Specific Magic Armor,8,500 gp,6,worn armor,Outlaws of Alkenstar
Corrosive,Standard,GM Core pg. 237 <sup>2.0</sup>,Common,"Acid, Magical",Runes,Weapon Property Runes,8,500 gp,,etched onto a weapon,
Crown of the Fire Eater,Standard,Grand Bazaar pg. 110,Uncommon,"Evocation, Invested, Magical, Uncommon",Worn Items,Other Worn Items,8,500 gp,L,worn,
Dawnsilver Chunk,Standard,GM Core pg. 253 <sup>2.0</sup>,Uncommon,"Precious, Uncommon",Materials,,8,500 gp,L,,
Deafening Music Box,Limited,Pathfinder #158: Sixty Feet Under pg. 75,Uncommon,"Auditory, Evocation, Magical, Uncommon",Held Items,,8,500 gp,1,held in 2 hands,Agents of Edgewatch
Deathseeker,Standard,Tian Xia Character Guide pg. 128,Common,Magical,Weapons,Specific Magic Weapons,8,500 gp,L,held in 1 hand,
Decaying,Standard,GM Core pg. 237 <sup>2.0</sup>,Common,"Acid, Magical, Void",Runes,Weapon Property Runes,8,500 gp,,etched onto a weapon,
Dragon's Breath (3rd-Level Spell),Standard,Grand Bazaar pg. 88,Uncommon,"Magical, Transmutation, Uncommon",Runes,Accessory Runes,8,500 gp,,applied to dueling cape or shield,
Duskwood Branch,Standard,GM Core pg. 254 <sup>2.0</sup>,Uncommon,"Precious, Uncommon",Materials,,8,500 gp,,,
Everywhen Map,,Pathfinder #194: Cult of the Cave Worm pg. 79,Rare,"Divination, Invested, Magical, Rare",Held Items,,8,500 gp,L,held in 1 hand,Sky King's Tomb
Extra Lung,Standard,Rage of Elements pg. 74 <sup>2.0</sup>,Common,"Air, Invested, Magical",Worn Items,Other Worn Items,8,500 gp,L,worn cloak,
Flaming,Standard,GM Core pg. 237 <sup>2.0</sup>,Common,"Fire, Magical",Runes,Weapon Property Runes,8,500 gp,,etched onto a weapon,
Folding Boat,Standard,Grand Bazaar pg. 76,Uncommon,"Magical, Transmutation, Uncommon",Held Items,,8,500 gp,1,held in 1 hand,
Frost,Standard,GM Core pg. 237 <sup>2.0</sup>,Common,"Cold, Magical",Runes,Weapon Property Runes,8,500 gp,,etched onto a weapon,
Globe of Shrouds,Standard,Rage of Elements pg. 123 <sup>2.0</sup>,Common,"Censer, Fire, Magical, Revelation",Censer,,8,500 gp,L,held in 1 hand,
Gray Prince,Standard,Highhelm pg. 59,Rare,"Evocation, Magical, Negative, Rare",Weapons,Specific Magic Weapons,8,500 gp,1,held in 1 hand,
In the Shadows of Toil,,Crown of the Kobold King pg. 116,Unique,"Grimoire, Magical, Necromancy, Unique",Grimoires,,8,500 gp,L,,Crown of the Kobold King
Invisibility,Standard,GM Core pg. 226 <sup>2.0</sup>,Common,"Illusion, Magical",Runes,Armor Property Runes,8,500 gp,,etched onto light armor,
Lightweave Scarf,Standard,Treasure Vault pg. 127 <sup>1.1</sup>,Common,"Illusion, Magical, Spellheart, Visual",Spellhearts,,8,500 gp,,affixed to armor or a weapon,
Lover's Gloves,Standard,GM Core pg. 292 <sup>2.0</sup>,Common,"Emotion, Invested, Magical, Mental",Worn Items,Other Worn Items,8,500 gp,,worn gloves,
Magic Armor (+1 Resilient),Standard,GM Core pg. 229 <sup>2.0</sup>,Common,"Invested, Magical",Armor,Basic Magic Armor,8,500 gp,,worn armor,
Mindlance,Standard,Treasure Vault pg. 39 <sup>1.1</sup>,Uncommon,"Arcane, Enchantment, Mental, Uncommon",Weapons,Specific Magic Weapons,8,500 gp,2,held in 2 hands,
Moonstone Diadem,,Pathfinder #152: Legacy of the Lost God pg. 74,Rare,"Divination, Invested, Magical, Rare",Worn Items,Other Worn Items,8,500 gp,L,"worn circlet
",Extinction Curse
Peachwood Object (Standard-Grade),Standard,"Book of the Dead pg. 20, Tian Xia Character Guide pg. 129",Uncommon,"Precious, Uncommon",Materials,,8,500 gp (per Bulk),,,
Portable Gaming Hall,Restricted,Grand Bazaar pg. 26,Uncommon,"Conjuration, Magical, Structure, Uncommon",Structures,,8,500 gp,L when not activated,,
Shock,Standard,GM Core pg. 238 <sup>2.0</sup>,Common,"Electricity, Magical",Runes,Weapon Property Runes,8,500 gp,,etched onto a weapon,
Sinister Knight,Standard,Character Guide pg. 92 <sup>2.0</sup>,Uncommon,"Abjuration, Illusion, Magical, Uncommon",Runes,Armor Property Runes,8,500 gp,,etched onto heavy armor,
Skittering Mask (Greater),Standard,"Treasure Vault pg. 155 <sup>1.1</sup>, Pathfinder #169: Kindled Magic pg. 74",Common,"Invested, Magical, Transmutation",Worn Items,Other Worn Items,8,500 gp,1,worn mask,
Thundering,Standard,GM Core pg. 238 <sup>2.0</sup>,Common,"Magical, Sonic",Runes,Weapon Property Runes,8,500 gp,,etched onto a weapon,
Tooth and Claw Tattoo (Greater),Standard,Treasure Vault pg. 122 <sup>1.1</sup>,Common,"Invested, Magical, Tattoo, Transmutation",Tattoos,,8,500 gp,,tattooed on the body,
Tyrant's Writ,Standard,Impossible Lands pg. 178,Uncommon,"Grimoire, Magical, Necromancy, Uncommon",Grimoires,,8,500 gp,L,,
Umbral Wings,Limited,Pathfinder #183: Field of Maidens pg. 76,Uncommon,"Invested, Magical, Transmutation, Uncommon",Worn Items,Other Worn Items,8,500 gp,1,worn,Blood Lords
Vampire-Fang Morningstar,Standard,Treasure Vault pg. 38 <sup>1.1</sup>,Common,"Magical, Necromancy",Weapons,Specific Magic Weapons,8,500 gp,1,held in 1 hand,
Vine Whip,Limited,Treasure Vault pg. 38 <sup>1.1</sup>,Common,"Magical, Transmutation",Weapons,Specific Magic Weapons,8,500 gp,1,held in 1 hand,
Wand of Crackling Lightning (3rd-Rank Spell),Standard,Player Core 2 pg. 309,Common,"Electricity, Magical, Wand",Wands,,8,500 gp,L,held in 1 hand,
Wand of Dazzling Rays (3rd-Level Spell),Standard,Treasure Vault pg. 139 <sup>1.1</sup>,Common,"Evocation, Fire, Good, Light, Magical, Wand",Wands,Specialty Wands,8,500 gp,L,held in 1 hand,
Wand of Dumbfounding Doom (3rd-Level Spell),Standard,Treasure Vault pg. 139 <sup>1.1</sup>,Common,"Divination, Emotion, Fear, Incapacitation, Magical, Mental, Prediction, Wand",Wands,Specialty Wands,8,500 gp,L,held in 1 hand,
Wand of Legerdemain (3rd-Level Spell),Standard,Treasure Vault pg. 140 <sup>1.1</sup>,Common,"Magical, Wand",Wands,Specialty Wands,8,500 gp,L,held in 1 hand,
Wand of Mental Purification (3rd-Level Spell),Standard,Treasure Vault pg. 140 <sup>1.1</sup>,Common,"Emotion, Enchantment, Healing, Magical, Mental, Wand",Wands,Specialty Wands,8,500 gp,L,held in 1 hand,
Wand of Paralytic Shock (3rd-Level Spell),Standard,Treasure Vault pg. 141 <sup>1.1</sup>,Common,"Electricity, Enchantment, Magical, Mental, Wand",Wands,Specialty Wands,8,500 gp,L,held in 1 hand,
Wand of Purification (3rd-rank Spell),Standard,Tian Xia Character Guide pg. 130,Common,"Magical, Wand",Wands,Magic Wands,8,500 gp,,held in 1 hand,
Wand of Reaching (3rd-Level Spell),Standard,Treasure Vault pg. 141 <sup>1.1</sup>,Common,"Magical, Wand",Wands,Specialty Wands,8,500 gp,L,held in 1 hand,
Wand of Rolling Flames (3rd-Level Spell),Standard,Treasure Vault pg. 142 <sup>1.1</sup>,Common,"Evocation, Fire, Magical, Wand",Wands,Specialty Wands,8,500 gp,L,held in 1 hand,
Wand of Smoldering Fireballs (3rd-Rank Spell),Standard,Player Core 2 pg. 309,Common,"Fire, Magical, Wand",Wands,,8,500 gp,L,held in 1 hand,
Wand of Teeming Ghosts (3rd-Level Spell),Standard,"Treasure Vault pg. 142 <sup>1.1</sup>, The Slithering pg. 61",Uncommon,"Magical, Necromancy, Uncommon, Wand",Wands,Specialty Wands,8,500 gp,L,held in 1 hand,
Wand of Widening (3rd-rank Spell),Standard,GM Core pg. 283 <sup>2.0</sup>,Common,"Magical, Wand",Wands,Specialty Wands,8,500 gp,L,held in 1 hand,
Warcaller's Chime of Refuge,Limited,Pathfinder #170: Spoken on the Song Wind pg. 77,Uncommon,"Evocation, Magical, Uncommon",Held Items,,8,500 gp,L,held in 1 hand,Strength of Thousands
Clockwork Macuahuitl,Standard,Grand Bazaar pg. 22,Rare,"Backswing, Clockwork, Forceful, Rare, Versatile B",Weapons,Base Weapons,8,550 gp,1,,
Dweomerveil,Standard,Howl of the Wild pg. 106 <sup>2.0</sup>,Rare,"Invested, Magical, Rare",Worn Items,Other Worn Items,8,550 gp,,worn mask,
Staring Skull,Standard,Treasure Vault pg. 122 <sup>1.1</sup>,Common,"Abjuration, Invested, Magical, Tattoo",Tattoos,,8,550 gp,,tattooed on the body,
Duskwood Tower Shield (Standard-Grade),Standard,GM Core pg. 233 <sup>2.0</sup>,Uncommon,Uncommon,Shields,Precious Material Shields,8,560 gp,3,varies by shield,
Chair of Inventions,Standard,Treasure Vault pg. 109 <sup>1.1</sup>,Common,"Conjuration, Magical",Assistive Items,Mobility Devices,8,875 gp,1,,
Blob Paste Propulsor,Restricted,Howl of the Wild pg. 115 <sup>2.0</sup>,Uncommon,"Alchemical, Portable, Uncommon",Siege Weapons,,8,900 gp,5,"portable, held in 6 hands",
Cannon,Restricted,Guns & Gears pg. 174 <sup>2.0</sup>,Uncommon,"Mounted, Uncommon",Siege Weapons,,8,900 gp,,mounted  (black powder),
Heavy Ballista,Restricted,Guns & Gears pg. 75 <sup>2.0</sup>,Uncommon,"Mounted, Uncommon",Siege Weapons,,8,900 gp,,mounted,
Firedrake,Restricted,Guns & Gears pg. 175 <sup>2.0</sup>,Uncommon,"Mounted, Uncommon",Siege Weapons,,8,"1,000 gp",,mounted  (black powder),
Aquarium Lamp,Standard,Guns & Gears pg. 84 <sup>2.0</sup>,Uncommon,"Electricity, Light, Uncommon",Adventuring Gear,,8,"1,500 gp",20,,
Longship,,GM Core pg. 217 <sup>2.0</sup>,Common,,Vehicles,,8,"1,500 gp",,,
Mobile Inn,Restricted,Guns & Gears pg. 96 <sup>2.0</sup>,Rare,Rare,Vehicles,,8,"1,500 gp",,,
Adamantine Ingot,Standard,GM Core pg. 253 <sup>2.0</sup>,Uncommon,"Precious, Uncommon",Materials,,8,"5,000 gp",1,,
Dawnsilver Ingot,Standard,GM Core pg. 253 <sup>2.0</sup>,Uncommon,"Precious, Uncommon",Materials,,8,"5,000 gp",,,
Duskwood Lumber,Standard,GM Core pg. 254 <sup>2.0</sup>,Uncommon,"Magical, Precious, Uncommon",Materials,,8,"5,000 gp",,,
Bleachguard Doll,Restricted,Treasure Vault pg. 194 <sup>1.1</sup>,Rare,"Conjuration, Intelligent, Magical, Rare",Intelligent Items,,8,,L,held in 1 hand,
Bottomless Purse,Standard,Dark Archive pg. 164,Rare,"Contract, Invested, Magical, Rare",Contracts,Bargained Contracts,8,,,,
Jax,,Pathfinder #179: Cradle of Quartz pg. 77,Unique,"Cursed, Divine, Evocation, Intelligent, Unique",Intelligent Items,,8,,1,held in 2 hands,Outlaws of Alkenstar
Right of Retribution,,Pathfinder #164: Hands of the Devil pg. 75,Rare,"Contract, Enchantment, Invested, Magical, Rare",Contracts,Infernal Contracts,8,,,,Abomination Vaults
Sunken Pistol,Standard,Guns & Gears pg. 163 <sup>2.0</sup>,Rare,"Arcane, Enchantment, Intelligent, Rare",Intelligent Items,,8,,1,held in 1 hand,
Tablet of Chained Souls,Restricted,Dark Archive pg. 161,Common,"Cursed, Magical, Necromancy",Cursed Items,,8,,L,held in 2 hands,
Impossible Cake (Greater),Standard,Grand Bazaar pg. 46,Uncommon,"Alchemical, Consumable, Uncommon",Alchemical Items,Alchemical Tools,9,25 gp,L,held in 1 hand,
Vital Earth,Standard,Rage of Elements pg. 100 <sup>2.0</sup>,Common,"Consumable, Earth, Magical",Consumables,Other Consumables,9,30 gp,L,held in 1 hand,
Devil's Trident,Standard,Monsters of Myth pg. 47,Unique,"Enchantment, Magical, Unique",Weapons,Specific Magic Weapons,9,100 gp,1,held in 1 hand,
Body Recovery Kit,Limited,PFS Guide pg. 26,Uncommon,"Alchemical, Consumable, Healing, Uncommon",Alchemical Items,Alchemical Tools,9,101 gp,L,held in 2 hands,
Caustic Deteriorating Dust,Standard,Gods & Magic pg. 122 <sup>2.0</sup>,Uncommon,"Consumable, Evocation, Magical, Uncommon",Consumables,Other Consumables,9,105 gp,,held in 1 hand,
Bralani Breath (Greater),Standard,Treasure Vault pg. 74 <sup>1.1</sup>,Common,"Catalyst, Consumable, Magical",Consumables,Spell Catalysts,9,110 gp,L,held in 1 hand,
Cheetah's Elixir (Greater),Standard,"Player Core 2 pg. 286, GM Core pg. 246 <sup>2.0</sup>",Common,"Alchemical, Consumable, Elixir",Alchemical Items,Alchemical Elixirs,9,110 gp,L,held in 1 hand,
